A0AUP1	0.360992	-0.0775284	0.0325038	0.171187	0.152769	0.0134718	-0.151889	0.0693762	<nodata>	-0.0345554	<nodata>	0.0521138	<nodata>	-0.41313	<nodata>	0.136422	<nodata>	-0.912281	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.00810028	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
P01647	<nodata>	<nodata>	<nodata>	0.876095	<nodata>	<nodata>	<nodata>	0.803295	<nodata>	<nodata>	-0.146062	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.224296	0.0426173	0.276502	-0.0265418	-0.380118	-0.43775	-0.657896	0.228031	0.532592	0.251956	0.0812321	-0.0495182	0.427673	<nodata>	0.778781
P01654	<nodata>	<nodata>	<nodata>	-1.46716	<nodata>	<nodata>	<nodata>	-1.23003	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.844049	-0.259958	0.304441	0.311263	0.195977	-0.432148	1.06397	-0.24151	0.250637	0.286271	0.661203	0.00214897	-0.204425	-0.127063	0.0874271	0.16596	-0.280602	-0.14746	0.10004
P01655	<nodata>	<nodata>	<nodata>	-1.46716	<nodata>	<nodata>	<nodata>	-1.23003	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.844049	-0.259958	0.304441	0.311263	0.195977	-0.432148	1.06397	-0.24151	0.250637	0.286271	0.661203	-0.150885	-0.0664806	0.152078	-0.327571	0.0220642	-0.156056	0.0666162	0.0365359
P01656	<nodata>	<nodata>	<nodata>	-1.46716	<nodata>	<nodata>	<nodata>	-1.23003	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.844049	-0.259958	0.304441	0.311263	0.195977	-0.432148	1.06397	-0.24151	0.250637	0.286271	0.661203	-0.0383238	0.089822	0.0451816	-0.316384	-0.133843	0.042174	-0.00621137	-0.228395
P01657	0.644636	-0.272136	0.656433	0.66511	0.450507	-0.57488	0.678374	0.963324	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.844049	-0.259958	0.304441	0.311263	0.195977	-0.432148	1.06397	-0.24151	0.00414478	-0.353752	0.153567	0.120785	-0.0161341	0.0613808	-0.0404026	0.0514535	-0.0301564	0.0403071	-0.0712625
P01658	0.644636	-0.272136	0.656433	0.66511	0.450507	-0.57488	0.678374	0.963324	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.844049	-0.259958	0.304441	0.311263	0.195977	-0.432148	1.06397	-0.24151	0.00414478	-0.353752	0.153567	0.055823	-0.00545124	0.0782256	-0.206718	0.133068	0.0522196	-0.0579087	-0.293609
P01659	0.644636	-0.272136	0.656433	0.66511	0.450507	-0.57488	0.678374	0.963324	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.844049	-0.259958	0.304441	0.311263	0.195977	-0.432148	1.06397	-0.24151	0.00414478	-0.353752	0.153567	-0.0708541	-0.231643	0.0249348	-0.0300454	0.0810563	-0.174734	0.00335512	0.217963
P01660	0.427851	-0.0763809	0.38232	0.670967	0.411476	-0.15592	0.422672	0.795266	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.187809	0.0968793	0.136144	0.471491	0.195977	-0.432148	1.06397	-0.24151	-0.159935	0.643377	0.194555	<nodata>	<nodata>	-0.0502373	0.0915768	<nodata>	<nodata>	0.152883	0.0263577
P01661	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.699728	0.235892	-0.349239	-0.39601	-0.70251	0.255186	-0.472622	-0.448145
P01662	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.039883	<nodata>	<nodata>	-0.229067	-0.415228	<nodata>	<nodata>	<nodata>
P01664	0.427851	-0.0763809	0.38232	0.670967	0.411476	-0.15592	0.422672	0.795266	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.187809	0.0968793	0.136144	0.471491	0.195977	-0.432148	1.06397	-0.24151	-0.159935	0.643377	0.194555	-0.285058	0.819146	-0.37225	-0.496812	-0.464889	0.439713	-0.492315	-0.338119
P01665	0.427851	-0.0763809	0.38232	0.670967	0.411476	-0.15592	0.422672	0.795266	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.187809	0.0968793	0.136144	0.471491	0.195977	-0.432148	1.06397	-0.24151	-0.159935	0.643377	0.194555	0.253962	0.37419	-0.0242824	-0.471668	0.0021251	0.271873	-0.252622	-0.521686
P01666	0.427851	-0.0763809	0.38232	0.670967	0.411476	-0.15592	0.422672	0.795266	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.187809	0.0968793	0.136144	0.471491	0.195977	-0.432148	1.06397	-0.24151	-0.159935	0.643377	0.194555	0.504288	0.28539	-0.483123	0.231847	0.133449	0.523609	-0.0914461	0.0296072
P01667	0.427851	-0.0763809	0.38232	0.670967	0.411476	-0.15592	0.422672	0.795266	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.187809	0.0968793	0.136144	0.471491	0.195977	-0.432148	1.06397	-0.24151	-0.159935	0.643377	0.194555	0.0492953	0.04643	-0.0195908	-0.159527	0.022443	0.0389573	0.0095921	-0.162394
P01668	0.427851	-0.0763809	0.38232	0.670967	0.411476	-0.15592	0.422672	0.795266	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.187809	0.0968793	0.136144	0.471491	0.195977	-0.432148	1.06397	-0.24151	-0.159935	0.643377	0.194555	0.131885	0.0507728	-0.0222306	0.0426851	0.106758	0.054461	-0.0460896	0.0215872
P01669	0.427851	-0.0763809	0.38232	0.670967	0.411476	-0.15592	0.422672	0.795266	<nodata>	<nodata>	-0.405367	<nodata>	<nodata>	<nodata>	-0.599871	<nodata>	<nodata>	<nodata>	-0.312765	<nodata>	<nodata>	<nodata>	<nodata>	-0.187809	0.0968793	0.136144	0.471491	0.195977	-0.432148	1.06397	-0.24151	-0.159935	0.643377	0.194555	-0.12313	0.189637	0.249761	0.176911	-0.320938	0.372218	0.454455	0.407916
P01670	0.644636	-0.272136	0.656433	0.66511	0.450507	-0.57488	0.678374	0.963324	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.844049	-0.259958	0.304441	0.311263	0.195977	-0.432148	1.06397	-0.24151	0.00414478	-0.353752	0.153567	0.0484654	0.160123	-0.011595	-0.00779752	0.0491079	0.158798	-0.0106751	0.0592066
P01671	0.644636	-0.272136	0.656433	0.66511	0.450507	-0.57488	0.678374	0.963324	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.844049	-0.259958	0.304441	0.311263	0.195977	-0.432148	1.06397	-0.24151	0.00414478	-0.353752	0.153567	0.0131244	0.0869601	-0.306616	-0.0904981	-0.0446712	0.0137171	-0.167202	-0.248534
P01672	0.644636	-0.272136	0.656433	0.66511	0.450507	-0.57488	0.678374	0.963324	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.844049	-0.259958	0.304441	0.311263	0.195977	-0.432148	1.06397	-0.24151	0.00414478	-0.353752	0.153567	-0.0155195	0.0502411	0.0133171	-0.109623	-0.0581919	0.0847898	-0.0325919	-0.0700089
P01673	0.644636	-0.272136	0.656433	0.66511	0.450507	-0.57488	0.678374	0.963324	0.643514	-0.0343497	-0.494094	0.516839	0.677303	-0.251845	-0.42248	0.255217	0.22183	-0.221963	-0.198933	-0.571033	-0.220003	0.849818	0.738456	0.844049	-0.259958	0.304441	0.311263	0.195977	-0.432148	1.06397	-0.24151	0.00414478	-0.353752	0.153567	0.301503	0.211787	0.300139	0.797343	0.450173	0.338927	0.307983	0.862883
P01680	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0283368	<nodata>	1.87699	2.33161	-0.0463437	<nodata>	0.981938	<nodata>
P01723	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.125177	0.135876	<nodata>	0.0344953	-0.415657	-0.0167119	0.15354	0.170042	-0.361852	-0.175418	0.255941
P01727	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.125177	0.135876	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
P01748	-0.034038	0.0268309	-0.00113562	0.764573	-0.0140184	-0.0437678	0.159196	0.989658	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.231112	-0.0119538	<nodata>	0.214036	0.273329	-0.276171	0.259995	0.595824	<nodata>	<nodata>	0.787558	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
P01749	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
P01750	-0.034038	0.0268309	-0.00113562	0.764573	-0.0140184	-0.0437678	0.159196	0.989658	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.231112	-0.0119538	<nodata>	0.214036	0.273329	-0.276171	0.259995	0.595824	<nodata>	<nodata>	0.787558	1.07359	0.420764	-0.120315	-0.0943732	1.07458	0.579044	0.0731908	0.0655925
P01751	-0.034038	0.0268309	-0.00113562	0.764573	-0.0140184	-0.0437678	0.159196	0.989658	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.231112	-0.0119538	<nodata>	0.214036	0.273329	-0.276171	0.259995	0.595824	<nodata>	<nodata>	0.787558	1.07359	0.420764	-0.120315	-0.0943732	1.07458	0.579044	0.0731908	0.0655925
P01753	-0.034038	0.0268309	-0.00113562	0.764573	-0.0140184	-0.0437678	0.159196	0.989658	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.231112	-0.0119538	<nodata>	0.214036	0.273329	-0.276171	0.259995	0.595824	<nodata>	<nodata>	0.787558	1.07359	0.420764	-0.120315	-0.0943732	1.07458	0.579044	0.0731908	0.0655925
P01754	-0.034038	0.0268309	-0.00113562	0.764573	-0.0140184	-0.0437678	0.159196	0.989658	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.231112	-0.0119538	<nodata>	0.214036	0.273329	-0.276171	0.259995	0.595824	<nodata>	<nodata>	0.787558	0.589701	0.371735	-0.339704	0.612385	0.402631	0.738542	-1.2685	0.333834
P01755	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
P01756	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.263485	-0.0668175	0.269128	-0.0354155	-0.326747	0.0211939	0.176477	1.30031	-0.171689	-0.120027	0.14136	-0.0543188	0.0153472	-0.0101777	-0.32361	-0.00308457	0.0973303	-0.0530112	-0.228895
P01757	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.263485	-0.0668175	0.269128	-0.0354155	-0.326747	0.0211939	0.176477	1.30031	-0.171689	-0.120027	0.14136	-0.12164	<nodata>	0.00714015	-0.387551	-0.178918	<nodata>	-0.0168276	0.0097489
P01758	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.263485	-0.0668175	0.269128	-0.0354155	-0.326747	0.0211939	0.176477	1.30031	-0.171689	-0.120027	0.14136	-0.0253123	-0.213501	0.192287	0.21323	0.00670943	-0.0853821	0.162256	0.232484
P01820	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.186164	<nodata>	<nodata>	<nodata>	0.396688	<nodata>
P01821	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	1.53187	<nodata>	<nodata>	<nodata>	1.04001
P01837	0.0522982	0.173398	0.174782	0.689194	-0.0103306	0.130187	0.191691	0.825179	0.110371	-0.00807311	0.148563	-0.192601	0.0869572	0.226351	-0.00130349	0.0398234	0.128609	0.0941959	0.0150811	-1.08516	0.109055	0.477374	1.24834	<nodata>	<nodata>	<nodata>	0.0741445	-0.0536957	-0.176551	0.328676	0.929655	0.0527513	0.057747	0.710075	0.107024	<nodata>	-0.245959	<nodata>	0.458835	<nodata>	-0.129707	<nodata>
P01843	<nodata>	-0.114624	-0.311051	-0.700132	<nodata>	-0.0458684	-0.367628	-0.762109	0.629079	0.293488	-0.228245	-0.137797	0.654696	0.23604	-0.344677	0.229108	0.453841	0.0182628	-0.359561	0.181304	-0.127073	0.00237629	-0.10336	-0.569756	<nodata>	<nodata>	<nodata>	0.0558641	0.353564	-0.076685	0.10052	-0.00978058	0.56291	1.28044	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
P01844	<nodata>	0.110472	-0.124476	<nodata>	-0.122382	0.737058	-0.101747	0.33557	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.0306008	-0.173027	0.446798	0.305599	<nodata>	<nodata>	<nodata>	0.00786331	-0.121471	0.0899467	-0.0228249	0.17263	-0.121656	0.0234584	0.0566897
P01845	<nodata>	0.110472	-0.124476	<nodata>	-0.122382	0.737058	-0.101747	0.33557	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.0306008	-0.173027	0.446798	0.305599	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.737619	<nodata>	-0.307682	<nodata>
P01863	0.263508	-0.0989888	-0.13079	0.532577	0.0211642	-0.190479	-0.290128	0.601069	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.108554	-0.228892	0.655975	0.0638839	0.621561	0.100314	-0.591835	<nodata>	-0.0111428	-0.481584	-0.202697	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
P01864	0.263508	-0.0989888	-0.13079	0.532577	0.0211642	-0.190479	-0.290128	0.601069	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.504475	-0.584648	<nodata>	0.609684	0.0817688	-0.197455	0.615072	0.167948	0.173795	0.0646261	-0.15627	0.0354146	-0.0211459	-0.410981	-0.0284648	0.229274	<nodata>	<nodata>	0.122444	0.202769	<nodata>	<nodata>	0.721811
P01865	0.263508	-0.0989888	-0.13079	0.532577	0.0211642	-0.190479	-0.290128	0.601069	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.967568	-0.208951	0.190613	0.950389	0.108554	-0.228892	0.655975	0.0638839	0.621561	0.100314	-0.591835	<nodata>	-0.0111428	-0.481584	-0.202697	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
P01867	-0.147037	0.0192307	0.376172	0.642501	-0.0869781	-0.0523083	0.283639	0.649283	0.156512	0.0509168	-0.0804549	0.40688	0.0767497	0.225518	-0.0144481	0.512914	0.221828	0.0673663	0.124411	-0.882009	-0.153172	-0.12762	<nodata>	0.320961	-0.0243283	-0.0890151	0.367823	-0.336704	0.0660121	0.0673773	0.804521	0.621894	-0.753991	0.0366082	0.105558	-0.121101	0.0257419	0.208401	0.495636	-0.104241	0.0721931	0.529166
P01868	0.194919	-0.355802	-0.0608166	0.927987	0.136183	-0.160969	0.318328	0.853594	-0.237635	0.0222023	0.122073	0.321575	-0.437359	0.186325	0.176999	0.392878	-0.238926	-0.239472	0.801638	-0.25036	0.182101	-0.0806359	0.583871	-0.217831	0.106956	0.00483467	0.639424	0.422791	0.0930851	0.30117	0.669093	-0.226068	0.468481	0.312008	<nodata>	-0.128804	-0.755953	0.232657	<nodata>	-0.222473	0.0909838	-0.578877
P01869	0.194919	-0.355802	-0.0608166	0.927987	0.136183	-0.160969	0.318328	0.853594	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.217831	0.106956	0.00483467	0.639424	0.422791	0.0930851	0.30117	0.669093	-0.226068	0.468481	0.312008	-0.146872	-0.291687	-0.0245953	0.128439	-0.0259635	-0.389655	-0.298579	0.122936
P01872	0.00992226	-0.00735233	-0.321914	0.370434	-0.0786994	-0.093475	-0.530048	0.121918	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.390789	<nodata>	<nodata>	<nodata>	0.460274	-0.397859	0.15281	0.292691	-0.614197	-0.18481	0.00952083	0.697627	-0.116939	-0.272855	0.0996318	0.078311	-0.0893951	-0.157856	-0.118225	0.0717989	-0.0325117	-0.12039	-0.172067
P01873	0.00992226	-0.00735233	-0.321914	0.370434	-0.0786994	-0.093475	-0.530048	0.121918	0.389441	0.480473	-0.506807	0.289825	0.702434	0.11029	0.136079	0.54144	0.427793	0.264641	-0.178521	-0.264562	0.202566	0.17294	0.513641	0.460274	-0.397859	0.15281	0.292691	-0.638477	-0.136675	0.019748	0.659783	-0.308675	-0.157864	0.0502491	-0.0772955	-0.0287461	-0.365725	-0.0833736	-0.160656	-0.228355	-0.668934	-0.300675
P01878	0.485654	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.612668	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0943801	<nodata>	-0.296015	-0.333215	-0.169463	-0.313626	0.543221	0.0553685	0.121317	0.0569243	0.468646	0.400133	0.100257
P01887	-0.0161811	0.0145724	0.377739	0.62198	0.133162	0.183271	0.356206	0.756072	-0.140074	-0.280559	0.220864	0.634602	-0.0192916	-0.0369225	0.41962	0.8963	-0.0821156	-0.0425318	0.525025	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.0694546	<nodata>	<nodata>	0.21878	0.0931765	0.531536	0.705944	0.159399	-0.455724	0.414249	0.0312554	<nodata>	0.392606	0.244802	-0.216515	<nodata>	0.0352485	0.566414
P01895	<nodata>	<nodata>	<nodata>	0.427095	<nodata>	<nodata>	<nodata>	0.514465	-0.0702925	<nodata>	0.224385	0.278864	-0.0923528	<nodata>	0.344428	0.234047	0.20608	<nodata>	0.441879	<nodata>	<nodata>	<nodata>	<nodata>	-0.0748117	-0.119249	0.371156	0.535772	0.406803	-0.0973995	0.092673	0.97798	0.588179	<nodata>	0.748976	-0.729878	0.361261	0.0795153	0.418299	-0.626963	0.519161	0.12078	-0.23322
P01896	0.217053	0.00986243	0.195265	0.722795	0.367194	0.0744617	0.355144	0.448398	<nodata>	-0.301926	0.253904	1.29623	<nodata>	0.472273	0.177999	0.860889	<nodata>	-0.0191394	0.0878548	<nodata>	<nodata>	0.30641	<nodata>	0.0704744	0.0837881	0.443796	0.562538	0.304297	0.285031	-0.0501129	<nodata>	0.147497	0.0874516	0.463957	0.222713	0.405561	0.301263	0.553157	-0.0976293	0.587575	0.546123	0.568733
P01897	0.264167	0.00986243	0.185059	0.601111	0.193344	0.0186337	0.288015	0.392502	0.0815526	<nodata>	<nodata>	<nodata>	0.37314	<nodata>	<nodata>	<nodata>	0.228657	<nodata>	<nodata>	-0.594424	0.126297	0.294434	0.605937	0.0848583	0.0837881	0.443796	0.559593	0.307936	-0.0939024	0.625694	0.733896	0.146413	0.05411	0.382997	0.0581817	0.279428	0.397839	0.653378	-0.0339514	0.534489	0.677378	0.694715
P01898	0.250426	<nodata>	<nodata>	1.02964	0.333799	<nodata>	<nodata>	0.763046	-0.0253494	<nodata>	<nodata>	0.368956	<nodata>	<nodata>	<nodata>	0.850298	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.0242065	0.0837881	0.395101	0.522352	0.370521	0.0730571	0.0780666	0.97798	0.109466	0.021586	0.539005	0.00598168	0.137342	-0.0287405	0.325237	0.101283	0.294712	0.19196	0.323073
P01899	0.137675	0.0577034	0.47462	0.73675	0.206789	0.181672	0.515246	0.571592	-0.0523556	0.0920415	0.207644	0.708603	0.0106575	0.0976947	0.30458	0.696949	-0.000255117	0.34371	0.318964	-0.673284	0.0879891	0.351053	0.556315	-0.128714	0.120529	0.374373	0.583409	0.307936	-0.0939024	0.625694	0.733896	0.115104	0.0641341	0.354962	0.212216	0.368442	-0.0513967	0.549416	0.239424	0.449629	-0.0366701	0.570594
P01900	<nodata>	<nodata>	<nodata>	0.427095	<nodata>	<nodata>	<nodata>	0.514465	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.183348	-0.0613184	0.371156	0.527373	0.406803	-0.0973995	0.129365	0.957621	0.588179	<nodata>	0.748976	-0.0466349	-0.0402909	-0.293412	-0.0600303	-0.211855	-0.04754	-0.166852	-0.326895
